Datetime,Open,High,Low,Close,AMA,RSI,ATR,PH,PL,PH_val,PL_val,Slope,slope_ph,slope_pl,upper,lower,upos,dnos,signal,position,balance,atmSP,wingCall,wingPut,atmce,atmpe,wce,wpe,atmceS,atmpeS,wingceS,wingpeS
2025-03-04 09:15:00,21974.45,22049.65,21964.6,22001.6,22110.089557938067,33.81615590175174,58.11529215370348,False,True,22174.15,21964.6,4.151092296693106,3.952481202028934,4.151092296693106,22138.57766918175,21964.6,0,0,Hold,hold,,22150.0,22550.0,21750.0,45446,45449,45470,45429,,,,
2025-03-04 09:30:00,21999.5,22069.35,21991.6,22041.4,22109.271015725884,39.5132877766798,59.517771285581794,False,False,22174.15,21964.6,4.251269377541557,3.952481202028934,4.151092296693106,22134.62518797972,21968.75109229669,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 09:45:00,22039.2,22071.7,22013.6,22058.6,22108.147622785833,41.84317567718914,59.416501908040395,False,False,22174.15,21964.6,4.244035850574314,3.952481202028934,4.151092296693106,22130.672706777692,21972.902184593382,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 10:00:00,22059.4,22091.05,22032.1,22049.95,22106.7018384042,40.98809879436311,59.38318034318042,False,False,22174.15,21964.6,4.241655738798602,3.952481202028934,4.151092296693106,22126.720225575664,21977.053276890074,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 10:15:00,22049.25,22076.85,22049.25,22059.5,22105.10285530886,42.38789942628281,57.11295317581028,False,False,22174.15,21964.6,4.07949665541502,3.952481202028934,4.151092296693106,22122.767744373636,21981.204369186766,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 10:30:00,22059.1,22077.2,22048.15,22052.65,22103.32733636142,41.62519762809818,55.108456520395215,False,False,22174.15,21964.6,3.9363183228853726,3.952481202028934,4.151092296693106,22118.815263171608,21985.355461483457,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 10:45:00,22052.9,22089.4,22051.3,22082.3,22101.706721327828,46.142487650683094,53.89356676893857,False,False,22174.15,21964.6,3.849540483495612,3.952481202028934,4.151092296693106,22114.86278196958,21989.50655378015,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 11:00:00,22081.95,22104.25,22072.4,22083.7,22100.232602464304,46.35358427245478,52.31902628544286,False,False,22174.15,21964.6,3.737073306103061,3.952481202028934,4.151092296693106,22110.91030076755,21993.65764607684,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 11:15:00,22083.1,22086.2,22063.2,22069.5,22098.755704859475,44.45050581593797,50.224810122196935,False,False,22174.15,21964.6,3.587486437299781,3.952481202028934,4.151092296693106,22106.957819565523,21997.808738373533,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 11:30:00,22069.8,22086.35,22068.35,22070.2,22097.30046963125,44.57131565917137,47.92303797061144,False,False,22174.15,21964.6,3.42307414075796,3.952481202028934,4.151092296693106,22103.005338363495,22001.959830670225,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 11:45:00,22069.4,22073.15,22048.8,22072.1,22095.893492698513,44.92145820901895,46.23924954413935,False,False,22174.15,21964.6,3.302803538867096,3.952481202028934,4.151092296693106,22099.052857161467,22006.110922966916,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 12:00:00,22072.25,22074.5,22047.95,22057.65,22094.401332236142,42.71164508553578,44.83287457670077,False,False,22174.15,21964.6,3.202348184050055,3.952481202028934,4.151092296693106,22095.10037595944,22010.26201526361,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 12:15:00,22058.2,22075.35,22049.65,22068.35,22092.958753474308,44.874152456582316,43.46624067836479,False,False,22174.15,21964.6,3.1047314770260566,3.952481202028934,4.151092296693106,22091.14789475741,22014.4131075603,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 12:30:00,22068.1,22074.65,22063.95,22064.25,22091.528661645054,44.185881363673055,41.1257949156245,False,False,22174.15,21964.6,2.9375567796874646,3.952481202028934,4.151092296693106,22087.195413555382,22018.56419985699,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 12:45:00,22064.0,22073.3,22049.0,22052.85,22090.030992979246,42.245661000247544,39.92395242165127,False,False,22174.15,21964.6,2.851710887260805,3.952481202028934,4.151092296693106,22083.242932353354,22022.715292153684,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 13:00:00,22055.65,22057.6,22035.05,22056.35,22088.51478651983,43.07215584700085,38.6829558201047,False,False,22174.15,21964.6,2.7630682728646216,3.952481202028934,4.151092296693106,22079.290451151326,22026.866384450375,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 13:15:00,22056.6,22068.75,22046.1,22050.55,22086.941838838637,41.999538820557014,37.53774469009733,False,False,22174.15,21964.6,2.6812674778640946,3.952481202028934,4.151092296693106,22075.337969949298,22031.017476747067,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 13:30:00,22048.6,22059.95,22039.95,22058.65,22085.4125841749,44.093423151239634,36.28504864080466,False,False,22174.15,21964.6,2.5917891886289044,3.952481202028934,4.151092296693106,22071.38548874727,22035.16856904376,0,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 13:45:00,22054.85,22074.45,22047.35,22069.15,22084.02935808109,46.77579737742959,35.6289737378902,False,False,22174.15,21964.6,2.5449266955635856,3.952481202028934,4.151092296693106,22067.43300754524,22039.31966134045,1,0,Buy,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 14:00:00,22069.55,22105.05,22064.05,22087.6,22082.946706615603,51.20591632997409,36.01261847089804,False,False,22174.15,21964.6,2.5723298907784313,3.952481202028934,4.151092296693106,22063.480526343214,22043.470753637142,1,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 14:15:00,22088.55,22100.35,22075.2,22085.4,22082.096335499074,50.664389435029065,35.23671715154803,False,False,22174.15,21964.6,2.516908367967716,3.952481202028934,4.151092296693106,22059.528045141185,22047.621845933834,1,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 14:30:00,22085.35,22096.15,22077.95,22083.1,22081.418994523847,50.06824418395192,34.019808783580366,False,False,22174.15,21964.6,2.429986341684312,3.952481202028934,4.151092296693106,22055.575563939157,22051.772938230526,1,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 14:45:00,22083.5,22104.65,22075.5,22098.6,22081.03110509918,53.99674112391033,33.671965299039016,False,False,22174.15,21964.6,2.4051403785027867,3.952481202028934,4.151092296693106,22051.62308273713,22055.924030527218,1,0,Hold,beginx,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 15:00:00,22097.65,22098.55,22074.85,22082.05,22080.725780319084,49.51698134782426,32.9632534919648,False,False,22174.15,21964.6,2.3545181065689142,3.952481202028934,4.151092296693106,22047.6706015351,22060.07512282391,1,0,Hold,squareoff,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-04 15:15:00,22082.6,22090.95,22064.7,22080.3,22080.47506991062,49.05355322879269,32.48373538539589,False,False,22174.15,21964.6,2.3202668132425637,3.952481202028934,4.151092296693106,22043.718120333073,22064.2262151206,1,0,Hold,squareoff,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-05 09:15:00,22073.05,22197.85,22067.8,22193.3,22081.322153057696,69.13849002802277,39.45275428643898,False,False,22174.15,21964.6,2.8180538776027846,3.952481202028934,4.151092296693106,22039.765639131045,22068.377307417293,1,0,Hold,hold,,22050.0,22450.0,21650.0,45442,45443,45464,45425,,,,
2025-03-05 09:30:00,22192.8,22250.2,22185.0,22237.6,22083.45218830319,73.5422135296105,41.291843265979104,False,False,22174.15,21964.6,2.9494173761413647,3.952481202028934,4.151092296693106,22035.813157929017,22072.528399713985,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 09:45:00,22237.6,22264.1,22231.0,22256.45,22086.766261744684,75.16604541903497,40.70671160412335,False,False,22174.15,21964.6,2.907622257437382,3.952481202028934,4.151092296693106,22031.86067672699,22076.679492010677,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 10:00:00,22254.75,22265.15,22227.2,22239.0,22090.83829372965,70.83207179604679,40.509803632400306,False,False,22174.15,21964.6,2.8935574023143076,3.952481202028934,4.151092296693106,22027.90819552496,22080.83058430737,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 10:15:00,22238.7,22251.4,22211.1,22251.1,22095.601049928533,72.03610070255388,40.49481765865763,False,False,22174.15,21964.6,2.8924869756184024,3.952481202028934,4.151092296693106,22023.955714322932,22084.98167660406,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 10:30:00,22251.05,22284.7,22244.85,22282.7,22101.171797053797,74.94490066498236,40.44875925446796,False,False,22174.15,21964.6,2.889197089604854,3.952481202028934,4.151092296693106,22020.003233120904,22089.132768900752,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 10:45:00,22283.15,22288.35,22266.6,22284.35,22107.35325204175,75.09060112350275,39.11313359343453,False,False,22174.15,21964.6,2.7937952566738953,3.952481202028934,4.151092296693106,22016.050751918876,22093.283861197444,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 11:00:00,22284.3,22296.35,22270.6,22282.35,22113.9516768025,74.52488722077902,38.158624051046345,False,False,22174.15,21964.6,2.7256160036461674,3.952481202028934,4.151092296693106,22012.098270716848,22097.434953494136,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 11:15:00,22282.65,22293.4,22277.0,22290.05,22120.898368893526,75.2965271543852,36.60443661882885,False,False,22174.15,21964.6,2.614602615630632,3.952481202028934,4.151092296693106,22008.14578951482,22101.586045790827,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 11:30:00,22290.7,22337.4,22290.2,22337.4,22128.50628011609,79.42391488611018,37.37197686034123,False,False,22174.15,21964.6,2.669426918595802,3.952481202028934,4.151092296693106,22004.19330831279,22105.73713808752,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 11:45:00,22336.75,22375.05,22336.45,22357.45,22136.756093683005,80.88061530866845,37.45969279888818,False,False,22174.15,21964.6,2.675692342777727,3.952481202028934,4.151092296693106,22000.240827110763,22109.88823038421,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 12:00:00,22357.65,22372.8,22352.6,22362.1,22145.488709900943,81.21280992290647,36.22685759896765,False,False,22174.15,21964.6,2.5876326856405463,3.952481202028934,4.151092296693106,21996.288345908735,22114.039322680903,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 12:15:00,22361.9,22371.05,22347.7,22368.55,22154.58841653871,81.68808376640928,35.30708205618414,False,False,22174.15,21964.6,2.521934432584582,3.952481202028934,4.151092296693106,21992.335864706707,22118.190414977595,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 12:30:00,22368.65,22394.9,22368.65,22372.3,22163.93585159082,81.97361069063544,34.66729048074257,False,False,22174.15,21964.6,2.4762350343387554,3.952481202028934,4.151092296693106,21988.38338350468,22122.341507274286,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 12:45:00,22373.05,22377.65,22350.25,22355.0,22173.22012750281,76.07997667345393,34.14819830354678,False,False,22174.15,21964.6,2.4391570216819125,3.952481202028934,4.151092296693106,21984.43090230265,22126.49259957098,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 13:00:00,22354.95,22367.35,22333.1,22348.8,22182.324658074118,74.02587048290403,34.15546985329344,False,False,22174.15,21964.6,2.4396764180923887,3.952481202028934,4.151092296693106,21980.478421100623,22130.64369186767,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 13:15:00,22348.4,22363.05,22344.0,22354.5,22191.255822585365,74.70211625466409,33.07650772091528,False,False,22174.15,21964.6,2.3626076943510914,3.952481202028934,4.151092296693106,21976.525939898595,22134.79478416436,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 13:30:00,22353.5,22354.5,22301.75,22313.8,22199.58913678044,62.241300937786704,34.48175716942133,False,False,22174.15,21964.6,2.462982654958666,3.952481202028934,4.151092296693106,21972.573458696566,22138.945876461054,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 13:45:00,22313.85,22338.75,22310.7,22329.5,22207.51104734827,64.68823837085964,34.02234594303404,False,False,22174.15,21964.6,2.4301675673595744,3.952481202028934,4.151092296693106,21968.62097749454,22143.096968757745,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 14:00:00,22328.3,22333.35,22312.85,22326.8,22214.999819559784,63.92105606335574,33.05646408996018,False,False,22174.15,21964.6,2.361176006425727,3.952481202028934,4.151092296693106,21964.66849629251,22147.248061054437,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 14:15:00,22326.7,22326.7,22292.3,22323.5,22222.041057374117,62.93857314928457,33.159573797820165,False,False,22174.15,21964.6,2.368540985558583,3.952481202028934,4.151092296693106,21960.716015090482,22151.39915335113,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 14:30:00,22323.7,22343.45,22309.35,22337.9,22228.790989624264,65.4351716484318,33.22674709797602,False,False,22174.15,21964.6,2.373339078426859,3.952481202028934,4.151092296693106,21956.763533888454,22155.55024564782,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 14:45:00,22337.6,22353.85,22328.3,22343.55,22235.294652983983,66.39179831617314,32.67840801954911,False,False,22174.15,21964.6,2.334172001396365,3.952481202028934,4.151092296693106,21952.811052686426,22159.701337944512,1,0,Hold,beginx,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 15:00:00,22342.35,22344.2,22324.6,22335.0,22241.455350973734,63.526528324731565,31.7442360181529,False,False,22174.15,21964.6,2.267445429868064,3.952481202028934,4.151092296693106,21948.858571484398,22163.852430241204,1,0,Hold,squareoff,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-05 15:15:00,22335.15,22351.25,22326.35,22346.65,22247.3950047667,65.69875666508419,31.255362016856367,False,False,22174.15,21964.6,2.232525858346883,3.952481202028934,4.151092296693106,21944.90609028237,22168.003522537896,1,0,Hold,squareoff,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-06 09:15:00,22476.35,22491.3,22349.2,22362.25,22253.24683805335,68.411684237838,39.354979015652184,True,False,22491.3,21964.6,2.8110699296894417,2.8110699296894417,4.151092296693106,22491.3,22172.154614834588,0,0,Hold,hold,,22250.0,22650.0,21850.0,45453,45457,45474,45434,,,,
2025-03-06 09:30:00,22364.1,22372.0,22297.9,22315.15,22258.538380007383,54.41749159446218,41.83676622881978,False,False,22491.3,21964.6,2.988340444915699,2.8110699296894417,4.151092296693106,22488.48893007031,22176.30570713128,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 09:45:00,22315.25,22329.5,22245.85,22314.4,22263.32267187348,54.22726976930418,44.82342578390419,False,True,22491.3,22245.85,3.201673270278871,2.8110699296894417,3.201673270278871,22485.677860140622,22245.85,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 10:00:00,22313.55,22364.8,22305.1,22331.6,22267.81434004219,57.864893607732085,45.886038227911094,False,False,22491.3,22245.85,3.2775741591365066,2.8110699296894417,3.201673270278871,22482.866790210934,22249.051673270278,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 10:15:00,22330.9,22366.35,22322.95,22358.65,22272.279791176148,62.863363110223055,45.70846406877443,False,False,22491.3,22245.85,3.264890290626745,2.8110699296894417,3.201673270278871,22480.055720281245,22252.253346540558,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 10:30:00,22358.65,22377.8,22338.9,22366.5,22276.75187301912,64.19097908422032,45.222145206718956,False,False,22491.3,22245.85,3.230153229051354,2.8110699296894417,3.201673270278871,22477.244650351557,22255.455019810837,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 10:45:00,22366.35,22378.5,22354.05,22366.3,22281.181249918754,64.12807727470734,43.738420549096226,False,False,22491.3,22245.85,3.124172896364016,2.8110699296894417,3.201673270278871,22474.433580421868,22258.656693081117,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 11:00:00,22364.85,22455.55,22355.55,22436.25,22286.2009714375,73.79869910148093,47.75710479558935,False,False,22491.3,22245.85,3.411221771113525,2.8110699296894417,3.201673270278871,22471.62251049218,22261.858366351396,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 11:15:00,22436.15,22438.8,22321.5,22340.2,22290.747907372683,52.764156296459184,52.7244544530472,False,False,22491.3,22245.85,3.766032460931943,2.8110699296894417,3.201673270278871,22468.81144056249,22265.060039621676,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 11:30:00,22338.85,22377.95,22319.95,22374.55,22295.198463275457,57.4365094659242,53.1012791349724,False,False,22491.3,22245.85,3.792948509640886,2.8110699296894417,3.201673270278871,22466.000370632803,22268.261712891956,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 11:45:00,22374.3,22416.75,22374.2,22399.65,22299.75905179666,60.510334241750584,52.347616339617176,False,False,22491.3,22245.85,3.739115452829798,2.8110699296894417,3.201673270278871,22463.189300703114,22271.463386162235,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 12:00:00,22399.25,22427.0,22398.4,22412.45,22304.48145470222,62.01678361054606,50.65135802964442,False,False,22491.3,22245.85,3.6179541449746013,2.8110699296894417,3.201673270278871,22460.378230773425,22274.665059432515,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 12:15:00,22411.6,22437.75,22408.1,22428.5,22309.439279159415,63.87757517378465,49.15126102752707,False,False,22491.3,22245.85,3.5108043591090765,2.8110699296894417,3.201673270278871,22457.567160843737,22277.866732702794,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 12:30:00,22429.0,22462.2,22420.05,22447.2,22314.714564542588,65.96940697488947,48.65117095413238,False,False,22491.3,22245.85,3.4750836395808844,2.8110699296894417,3.201673270278871,22454.75609091405,22281.068405973074,0,0,Hold,beginx,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 12:45:00,22447.5,22485.9,22430.65,22452.8,22320.245971131495,66.59330622704022,49.12251588598007,False,False,22491.3,22245.85,3.5087511347128624,2.8110699296894417,3.201673270278871,22451.94502098436,22284.270079243353,1,0,Buy,buy,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
2025-03-06 13:00:00,22451.95,22478.65,22446.45,22466.15,22326.052567270075,68.09500078896306,47.91376475126726,False,False,22491.3,22245.85,3.4224117679476613,2.8110699296894417,3.201673270278871,22449.13395105467,22287.471752513633,1,0,Hold,buy,,22300.0,22700.0,21900.0,45458,45459,45476,45436,,,,
